question_id,question_text,source
Q4.13.2.6,组织是否管理网络安全风险？,Q4.13.2
Q4.13.2.7,具体的挑战是什么？,Q4.13.2
Q4.13.2.8,组织是否定义了在组织内部和外部需要、允许和禁止共享网络安全信息的情况？,Q4.13.2
Q4.13.2.9,具体的挑战是什么？,Q4.13.2
Q4.13.2.10,组织是否按照国际标准或同等标准建立并维护质量管理体系，以支持网络安全工程？,Q4.13.2
Q4.13.2.11,具体的挑战是什么？,Q4.13.2
Q4.13.2.12,组织是否管理可能影响项目或组件网络安全的工具？,Q4.13.2
Q4.13.2.13,具体的挑战是什么？,Q4.13.2
Q4.13.3.1,您能否描述一下你们组织在建立、推广和维护网络安全文化方面的活动或举措？,Q4.13.3
Q4.13.3.2,如何开发和遵循全球网络安全流程、实践、工具和方法？,Q4.13.3
Q4.13.3.3,具体的挑战是什么？,Q4.13.3
Q4.13.3.4,如何培训员工以正确的方式设计和思考网络安全？,Q4.13.3
Q4.13.3.5,具体的挑战是什么？,Q4.13.3
Q4.13.3.6,如何告知管理层攻击动机以及攻击成功后对组织的潜在不利影响？,Q4.13.3
Q4.13.3.7,具体的挑战是什么？,Q4.13.3
Q4.13.3.8,如何为网络安全漏洞解决和产品引入制定商业案例（例如：定义的威胁、理由、基准测试 [如果适用]、公司影响、优缺点、实施影响 [哪些组/产品受影响] 以及时间安排）？,Q4.13.3
Q4.13.3.9,具体的挑战是什么？,Q4.13.3
Q4.13.3.10,如何在产品开发组织内部倡导网络安全话题？,Q4.13.3
Q4.13.3.11,具体的挑战是什么？,Q4.13.3
Q4.13.3.12,组织是否定义了持续改进的流程？,Q4.13.3
Q4.13.3.13,具体的挑战是什么？,Q4.13.3
Q4.13.4.1,是否建立、实施并维护了与项目相关的网络安全管理流程？,Q4.13.4
Q4.13.4.2,你们团队是否建立了创建网络安全计划（Cybersecurity Plan）的流程？,Q4.13.4
Q4.13.4.3,具体的挑战是什么？,Q4.13.4
Q4.13.4.4,你们团队是否建立了创建网络安全档案（Cybersecurity Case）的流程？,Q4.13.4
Q4.13.4.5,具体的挑战是什么？,Q4.13.4
Q4.13.4.6,你们团队是否建立了进行网络安全评估（Cybersecurity Assessment）的流程？,Q4.13.4
Q4.13.4.7,具体的挑战是什么？,Q4.13.4
Q4.14.1.1,是否建立、实施并维护了网络安全信息监控流程？,Q4.14.1
Q4.14.1.2,你们团队是否建立了检查网络安全信息源的流程，以获取与组织项目和组件相关的新信息？,Q4.14.1
Q4.14.1.3,当出现新威胁或漏洞时，你们如何评估现有的安全措施是否仍然有效？,Q4.14.1
Q4.14.1.4,具体的挑战是什么？,Q4.14.1
Q4.14.1.5,你们团队是否建立了分类筛选流程，以确定新获取的网络安全信息是否会导致网络安全事件？,Q4.14.1
Q4.14.1.6,具体的挑战是什么？,Q4.14.1
Q4.14.1.7,在确保从车辆注册开始进行持续监控方面，是否存在组织障碍？,Q4.14.1
Q4.14.2.1,是否建立、实施并维护了网络安全事件评估流程？,Q4.14.2
Q4.14.2.2,你们团队是否建立了评估网络安全事件的流程，以识别组织项目或组件中的薄弱环节？,Q4.14.2
Q4.14.2.3,具体的挑战是什么？,Q4.14.2
Q4.14.3.1,是否建立、实施并维护了漏洞识别和分析流程？,Q4.14.3
Q4.14.3.2,你们团队是否建立了分析薄弱环节以识别漏洞的流程？,Q4.14.3
Q4.14.3.3,具体的挑战是什么？,Q4.14.3
Q4.14.4.1,是否建立、实施并维护了已识别漏洞的管理流程？,Q4.14.4
Q4.14.4.2,你们团队是否建立了管理已识别漏洞的流程，包括风险确定和风险处理？,Q4.14.4
Q4.14.4.3,具体的挑战是什么？,Q4.14.4
Q4.15.1,你们有没有采取什么措施来确保供应链安全？,Q4.15
Q4.15.2,如果是作为主机厂（OEM），你们如何确保从供应链购买的产品符合安全要求？,Q4.15
Q4.15.3,如果是作为第三方供应商，你们如何确保提供的产品符合安全要求？,Q4.15
Q4.16.1.1,是否建立、实施并维护了项目定义和网络安全要求规范流程？,Q4.16.1
Q4.16.1.2,你们组织如何建立项目定义（Item Definition）流程？,Q4.16.1
Q4.16.1.3,具体的挑战是什么？,Q4.16.1
Q4.16.1.4,如何建立网络安全要求的规范和验证流程？,Q4.16.1
Q4.16.1.5,具体的挑战是什么？,Q4.16.1
Q4.16.2.1,是否建立、实施并维护了开发阶段组件网络安全要求的验证流程？,Q4.16.2
Q4.16.2.2,你们组织如何建立网络安全规范的验证（Verification）流程？,Q4.16.2
Q4.16.2.3,具体的挑战是什么？,Q4.16.2
Q4.16.3.1,是否建立、实施并维护了项目层级网络安全目标和声明的确认流程？,Q4.16.3
Q4.16.3.2,你们组织如何建立网络安全目标和声明的确认（Validation）流程？,Q4.16.3
Q4.16.3.3,具体的挑战是什么？,Q4.16.3
Q4.16.4.1,您能否描述一下你们组织在整个概念和产品开发阶段管理网络安全所面临的挑战？,Q4.16.4
Q4.16.4.2,目前已经解决了哪些挑战和困难？,Q4.16.4
Q4.16.4.3,解决方案是什么？,Q4.16.4
Q4.16.4.4,还有哪些挑战和困难尚未解决？,Q4.16.4
Q4.17.1.1,是否建立、实施并维护了项目或组件在开发后阶段的发布流程？,Q4.17.1
Q4.17.1.2,你们组织如何建立识别和审查开发后阶段要求的流程？,Q4.17.1
Q4.17.1.3,具体的挑战是什么？,Q4.17.1
Q4.17.1.4,你们组织如何在网络安全档案中进行网络安全论证？,Q4.17.1
Q4.17.1.5,具体的挑战是什么？,Q4.17.1
Q4.17.2.1,是否建立、实施并维护了在生产阶段的开发后活动中应用网络安全要求的流程？,Q4.17.2
Q4.17.2.2,你们组织如何建立应用开发后网络安全要求的流程？,Q4.17.2
Q4.17.2.3,具体的挑战是什么？,Q4.17.2
Q4.17.3.1,是否建立、实施并维护了应对网络安全事件的程序？,Q4.17.3
Q4.17.3.2,你们组织如何建立应对网络安全事件的流程？,Q4.17.3
Q4.17.3.3,具体的挑战是什么？,Q4.17.3
Q4.17.4.1,是否建立、实施并维护了生产后项目或组件的更新流程？,Q4.17.4
Q4.17.4.2,你们组织如何建立开发更新以及车内更新相关能力的流程？,Q4.17.4
Q4.17.4.3,具体的挑战是什么？,Q4.17.4
Q4.17.5.1,是否建立、实施并维护了关于网络安全支持结束（End of Support）的沟通程序？,Q4.17.5
Q4.17.5.2,你们组织如何建立沟通项目或组件网络安全支持结束的程序？,Q4.17.5
Q4.17.5.3,具体的挑战是什么？,Q4.17.5
Q4.17.6.1,是否建立、实施并维护了报废（Decommissioning）阶段的网络安全要求规定程序？,Q4.17.6
Q4.17.6.2,你们组织如何建立提供报废阶段开发后网络安全要求的程序？,Q4.17.6
Q4.17.6.3,具体的挑战是什么？,Q4.17.6
Q4.17.7.1,您能否描述一下在管理整个开发后阶段的网络安全方面存在的其他挑战？,Q4.17.7
Q4.18.1.1,是否建立、实施并维护了识别和评估资产、威胁、攻击路径和风险的流程？,Q4.18.1
Q4.18.1.2,组织如何定义不同影响类别的评级标准？,Q4.18.1
Q4.18.1.3,具体的挑战是什么？,Q4.18.1
Q4.18.1.4,组织如何定义识别出的攻击路径的攻击可行性评级方法？,Q4.18.1
Q4.18.1.5,具体的挑战是什么？,Q4.18.1
Q4.18.1.6,组织如何定义风险值确定方法？,Q4.18.1
Q4.18.1.7,具体的挑战是什么？,Q4.18.1
Q4.18.2.1,是否建立、实施并维护了在概念、产品开发和开发后阶段对项目进行威胁分析和风险评估（TARA）的流程？,Q4.18.2
Q4.18.2.2,组织如何建立在各阶段进行 TARA 的流程？,Q4.18.2
Q4.18.2.3,具体的挑战是什么？,Q4.18.2
Q4.18.2.4,组织如何建立考虑影响类别、攻击路径和风险值确定结果的风险处理选项确定流程？,Q4.18.2
Q4.18.2.5,具体的挑战是什么？,Q4.18.2
Q4.18.3.1,是否建立、实施并维护了在概念、产品开发和开发后阶段处理项目网络安全风险的流程？,Q4.18.3
Q4.18.3.2,组织如何建立处理网络安全风险的流程，包括网络安全目标和网络安全声明的规范？,Q4.18.3
Q4.18.3.3,具体的挑战是什么？,Q4.18.3
Q5.1.1,你们目前在日常工作中使用了哪些网络安全相关的工具？,Q5.1
Q5.1.2,这些工具的用途是什么（例如：威胁检测、漏洞分析、合规文档）？,Q5.1
Q5.1.3,这些工具是否满足安全实施要求？,Q5.1
Q5.1.4,现有工具有哪些优点？,Q5.1
Q5.1.5,现有工具有哪些局限性或不足？,Q5.1
Q5.1.6,有没有哪些特定的工具是你们觉得缺失或不足的？,Q5.1
Q5.1.7,您所在组织是否已建立完整的车辆网络安全测试工具链？,Q5.1
Q5.1.8,目前工具链主要覆盖哪些环节（如代码、通信、整车、云）？,Q5.1
Q5.1.9,是否存在明显缺失的测试环节？,Q5.1
Q5.1.10,为什么尚未覆盖？,Q5.1
Q5.1.11,现有工具链有哪些限制或不足？,Q5.1
Q5.2.1,哪些类型的网络安全知识或专业技能被认为是至关重要的？,Q5.2
Q5.2.2,你们团队通常如何获取或更新网络安全知识？,Q5.2
Q5.2.3,获取或更新网络安全知识的挑战是什么？,Q5.2
Q5.3.1,目前有哪些基础设施或组织支持可以促进网络安全活动？,Q5.3
Q5.3.2,团队目前需要哪些基础设施支持来开展网络安全工作？,Q5.3
Q5.3.3,是否存在限制有效安全实施的基础设施约束？,Q5.3
Q6.1.1,根据您的经验，您能否描述一个识别、讨论或解决与车辆系统及其支持基础设施相关的网络安全风险的案例？,Q6.1
Q6.2.1,根据您的经验，在车辆系统开发或运行期间使用了哪些网络安全测试或验证方法？,Q6.2
Q6.2.2,您认为这些测试方法在实践中效果如何？,Q6.2
Q6.2.3,这些测试方法在哪些情况下效果较差或存在局限性？,Q6.2
Q6.2.4,有哪些类型的网络安全测试或验证方法是您希望拥有或更成熟的？,Q6.2
Q6.2.5,您在测试过程中遇到了哪些挑战？,Q6.2
Q6.3.1,您能否分享一下在网络安全相关法规合规方面的实践经验？,Q6.3
Q6.3.2,涉及哪些法规或标准？,Q6.3
Q6.3.3,合规的哪些方面最具挑战性？,Q6.3
Q6.3.4,汽车制造商在使用标准时可能会遇到哪些问题？,Q6.3
Q6.3.5,合规要求是如何转化为技术或组织行动的？,Q6.3
